
[*] sel
Retângulo de seleção: x = 5.000000, y = 5.000000, h = 171.533333, w = 581.633333, stroke = red
Selecionado: Retângulo id 1718, x = 270.800000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1719, x = 230.600000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1720, x = 257.400000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1721, x = 230.600000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1722, x = 264.100000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1723, x = 230.600000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1724, x = 270.800000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1725, x = 230.600000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1726, x = 277.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1735, x = 287.000000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1736, x = 333.900000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1737, x = 287.000000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1738, x = 287.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1739, x = 293.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1740, x = 300.400000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1741, x = 307.100000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1742, x = 287.000000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1743, x = 293.700000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1744, x = 300.400000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1745, x = 307.100000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1746, x = 287.000000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1747, x = 287.000000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1748, x = 333.900000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1749, x = 287.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1750, x = 293.700000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1751, x = 300.400000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1752, x = 307.100000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1753, x = 313.800000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1754, x = 320.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1755, x = 327.200000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1756, x = 333.900000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1763, x = 399.800000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1764, x = 446.700000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1765, x = 399.800000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1766, x = 446.700000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1767, x = 399.800000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1768, x = 446.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1769, x = 399.800000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1770, x = 446.700000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1771, x = 399.800000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1772, x = 446.700000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1773, x = 399.800000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1774, x = 446.700000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1775, x = 406.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1776, x = 413.200000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1777, x = 419.900000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1778, x = 426.600000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1779, x = 433.300000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1780, x = 440.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1788, x = 456.200000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1789, x = 456.200000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1790, x = 462.900000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1791, x = 469.600000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1792, x = 476.300000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1793, x = 483.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1794, x = 489.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1795, x = 496.400000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1796, x = 503.100000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1797, x = 503.100000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1798, x = 503.100000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1799, x = 456.200000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1800, x = 462.900000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1801, x = 469.600000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1802, x = 476.300000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1803, x = 483.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1804, x = 489.700000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1805, x = 496.400000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1814, x = 569.000000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1815, x = 569.000000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1816, x = 569.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1818, x = 569.000000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1824, x = 569.000000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1826, x = 569.000000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1828, x = 569.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1829, x = 575.700000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Círculo id 2304, x = 19.200000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2305, x = 23.400000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2306, x = 27.600000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2307, x = 31.800000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2308, x = 36.000000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2309, x = 40.200000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2310, x = 44.400000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2311, x = 15.000000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2312, x = 15.000000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2313, x = 19.200000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2314, x = 23.400000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2315, x = 27.600000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2316, x = 31.800000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2317, x = 36.000000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2318, x = 40.200000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2319, x = 44.400000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2320, x = 44.400000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2321, x = 44.400000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2322, x = 15.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2323, x = 19.200000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2324, x = 23.400000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2325, x = 27.600000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2326, x = 31.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2327, x = 36.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2328, x = 40.200000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2329, x = 55.600000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2330, x = 59.800000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2331, x = 64.000000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2332, x = 68.200000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2333, x = 72.400000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2334, x = 76.600000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2335, x = 51.400000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2336, x = 80.800000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2337, x = 51.400000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2338, x = 80.800000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2339, x = 51.400000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2340, x = 80.800000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2341, x = 51.400000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2342, x = 55.600000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2343, x = 59.800000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2344, x = 64.000000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2345, x = 68.200000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2346, x = 72.400000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2347, x = 76.600000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2348, x = 80.800000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2349, x = 51.400000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2350, x = 80.800000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2351, x = 51.400000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2352, x = 80.800000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2353, x = 51.400000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2354, x = 80.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2355, x = 87.800000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2356, x = 92.000000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2357, x = 87.800000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2358, x = 92.000000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2359, x = 87.800000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2360, x = 92.000000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2361, x = 87.800000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2362, x = 92.000000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2363, x = 87.800000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2364, x = 92.000000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2365, x = 87.800000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2366, x = 92.000000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2367, x = 117.200000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2368, x = 87.800000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2369, x = 92.000000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2370, x = 113.000000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2371, x = 117.200000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2372, x = 87.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2373, x = 92.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2374, x = 96.200000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2375, x = 100.400000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2376, x = 104.600000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2377, x = 108.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2378, x = 113.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2379, x = 117.200000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2380, x = 124.200000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2381, x = 153.600000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2382, x = 124.200000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2383, x = 153.600000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2384, x = 128.400000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2385, x = 149.400000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2386, x = 128.400000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2387, x = 149.400000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2388, x = 132.600000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2389, x = 145.200000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2390, x = 132.600000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2391, x = 145.200000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2392, x = 136.800000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2393, x = 141.000000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2394, x = 136.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2395, x = 141.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2396, x = 160.600000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2397, x = 164.800000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2398, x = 169.000000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2399, x = 173.200000, y = 265.000000, radius = 1.750000
Selecionado: Círculo id 2404, x = 160.600000, y = 269.400000, radius = 1.750000
Selecionado: Círculo id 2406, x = 160.600000, y = 273.800000, radius = 1.750000
Selecionado: Círculo id 2407, x = 160.600000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2408, x = 164.800000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2409, x = 169.000000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2410, x = 173.200000, y = 278.200000, radius = 1.750000
Selecionado: Círculo id 2411, x = 160.600000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2412, x = 164.800000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2413, x = 169.000000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2414, x = 173.200000, y = 282.600000, radius = 1.750000
Selecionado: Círculo id 2415, x = 160.600000, y = 287.000000, radius = 1.750000
Selecionado: Círculo id 2416, x = 160.600000, y = 291.400000, radius = 1.750000
Selecionado: Círculo id 2418, x = 160.600000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2419, x = 164.800000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2420, x = 169.000000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2421, x = 173.200000, y = 295.800000, radius = 1.750000
Selecionado: Círculo id 2853, x = 19.200000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2854, x = 23.400000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2855, x = 27.600000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2856, x = 31.800000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2857, x = 36.000000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2858, x = 40.200000, y = 301.100000, radius = 1.750000
Selecionado: Círculo id 2859, x = 15.000000, y = 305.500000, radius = 1.750000
Selecionado: Círculo id 2860, x = 44.400000, y = 305.500000, radius = 1.750000
Selecionado: Círculo id 2861, x = 15.000000, y = 309.900000, radius = 1.750000
Selecionado: Círculo id 2862, x = 44.400000, y = 309.900000, radius = 1.750000
Selecionado: Círculo id 2863, x = 15.000000, y = 314.300000, radius = 1.750000
Selecionado: Círculo id 2864, x = 44.400000, y = 314.300000, radius = 1.750000
